@RELATION 'dataset_discretizado'

@ATTRIBUTE feature1 numeric
@ATTRIBUTE feature2 numeric
@ATTRIBUTE feature4 numeric
@ATTRIBUTE feature3 numeric
@ATTRIBUTE feature5 numeric
@ATTRIBUTE feature6 numeric
@ATTRIBUTE feature7 numeric
@ATTRIBUTE feature8 numeric
@ATTRIBUTE feature9 numeric
@ATTRIBUTE feature10 numeric
@ATTRIBUTE feature11 numeric
@ATTRIBUTE feature12 numeric
@ATTRIBUTE feature13 numeric
@ATTRIBUTE class hierarchical blues,blues/gospel,classical,classical/20th_century_classical,classical/chamber_music,classical/choral_music,classical/composed_music,classical/contemporary_classical,classical/opera,classical/symphony,country,country/americana,country/bluegrass,country/country_-_western,country/country_-_western/western_swing,country/rockabilly,easy_listening,easy_listening/easy_listening:_vocal,easy_listening/nu-jazz,easy_listening/lounge,electronic,electronic/ambient_electronic,electronic/breakcore_-_hard,electronic/chip_music,electronic/chip_music/chiptune,electronic/dance,electronic/downtempo,electronic/drum_-_bass,electronic/dubstep,electronic/dubstep/skweee,electronic/glitch,electronic/house,electronic/house/chill-out,electronic/idm,electronic/jungle,electronic/minimal_electronic,electronic/techno,electronic/techno/bigbeat,electronic/trip-hop,folk,folk/british_folk,folk/freak-folk,folk/free-folk,folk/psych-folk,folk/singer-songwriter,hip-hop,hip-hop/abstract_hip_hop,hip-hop/alternative_hip-hop,hip-hop/breakbeat,hip-hop/hip-hop_beats,hip-hop/nerdcore,hip-hop/rap,hip-hop/wonky,hip-hop/hiphop,jazz,jazz/big_band_swing,jazz/free-jazz,jazz/jazz:_out,jazz/jazz:_vocal,jazz/modern_jazz,old-time_historic,pop,pop/experimental_pop,pop/synth_pop,rock,rock/garage,rock/garage/surf,rock/goth,rock/indie-rock,rock/industrial,rock/krautrock,rock/lo-fi,rock/loud-rock,rock/loud-rock/noise-rock,rock/loud-rock/sludge,rock/metal,rock/metal/black-metal,rock/metal/death-metal,rock/metal/grindcore,rock/new_wave,rock/post-rock,rock/post-rock/space-rock,rock/progressive,rock/psych-rock,rock/punk,rock/punk/electro-punk,rock/punk/hardcore,rock/punk/thrash,rock/punk/no_wave,rock/punk/post-punk,rock/punk/power-pop,rock/rock_opera,rock/shoegaze,soul-rnb,soul-rnb/disco,soul-rnb/funk,soul-rnb/funk/deep_funk

@DATA
2,8,3,5,19,15,3,2,17,16,1,4,20,pop
2,11,8,9,12,10,9,10,18,15,9,13,14,pop
6,3,1,4,2,2,6,10,8,7,5,9,1,pop
4,5,19,10,17,8,6,6,20,12,9,15,14,pop
11,17,17,12,20,20,15,18,15,11,18,14,17,pop
14,15,16,7,14,17,12,19,17,14,19,19,19,pop
8,7,10,7,14,6,3,8,3,1,1,9,13,pop
19,13,18,8,17,8,14,13,8,18,11,18,10,electronic
12,2,3,19,19,15,17,2,1,13,20,20,19,electronic
8,13,7,12,19,16,11,11,18,13,8,5,17,electronic
19,2,11,7,5,8,20,1,1,6,16,12,17,electronic
19,20,17,2,3,7,1,1,19,19,1,18,3,rock/punk
2,5,1,1,6,3,14,20,13,4,1,7,1,rock
13,15,1,2,20,1,6,2,3,2,19,6,12,pop
12,15,17,1,18,11,5,3,18,18,7,1,10,pop
10,18,18,1,20,2,4,1,17,11,11,4,19,pop
10,2,4,4,4,17,14,12,10,3,8,16,2,rock
2,5,15,3,8,18,13,14,12,2,2,12,6,rock
17,10,16,11,9,7,7,3,7,14,13,8,15,folk
11,15,1,5,4,2,1,11,9,6,1,6,12,folk
10,8,15,17,5,9,18,3,16,3,4,7,3,rock/punk
13,4,18,11,10,11,7,20,15,16,4,2,17,folk
16,5,2,5,2,1,3,9,7,5,2,11,1,folk
19,7,15,11,9,8,5,5,4,10,13,15,17,folk
19,4,4,20,19,12,19,20,2,1,1,7,2,folk
6,4,9,12,12,1,1,1,14,18,17,14,8,folk
19,8,19,4,18,5,3,19,16,3,7,9,15,folk
2,5,16,2,4,2,5,4,3,1,12,5,3,rock
1,10,20,16,2,17,17,2,18,4,7,5,7,rock
4,2,17,13,3,13,19,16,14,11,16,7,11,rock
9,17,10,15,9,4,18,14,9,5,5,8,19,rock
12,3,9,15,12,2,20,6,10,17,6,17,10,rock/punk
4,9,18,12,19,20,18,13,16,6,20,8,18,rock
1,6,19,3,18,20,15,13,16,7,19,10,15,rock
6,14,18,11,19,20,18,14,8,8,16,6,16,rock
2,12,12,12,18,19,18,15,16,8,15,11,14,rock
10,6,15,2,2,20,8,8,18,3,20,5,13,rock
3,6,14,11,17,20,20,17,19,6,10,2,10,rock
1,9,18,5,17,20,11,11,14,10,19,11,16,rock
7,10,18,11,17,20,13,12,18,14,19,12,18,rock
10,12,18,16,20,20,20,19,19,15,20,15,17,rock
14,5,6,2,17,9,16,8,2,5,13,12,15,rock/punk
3,15,1,18,16,14,9,3,2,5,14,2,2,rock/psych-rock
14,4,11,6,9,6,13,10,13,7,12,16,8,electronic
3,10,6,12,9,13,9,13,8,19,17,6,16,electronic
3,10,7,6,11,6,6,6,5,11,11,16,13,electronic
1,2,19,2,20,7,20,7,18,13,14,18,13,rock
1,3,18,7,20,8,19,5,17,3,17,13,10,rock
17,3,8,14,6,10,11,12,18,18,17,19,19,rock/punk
5,2,19,20,20,20,13,20,20,18,15,18,18,rock/punk/no_wave
2,9,2,2,15,13,14,7,14,11,19,20,20,rock/punk
4,2,19,19,17,2,18,20,16,7,9,17,7,rock
4,2,18,8,16,13,15,19,17,17,17,9,18,rock
5,4,19,13,13,4,11,19,9,11,13,6,14,rock
5,2,20,2,17,19,1,18,16,15,18,1,20,rock
14,13,6,9,8,12,16,18,18,18,19,18,17,rock
17,16,15,8,19,7,16,6,10,6,11,11,12,rock
13,15,20,16,16,10,15,3,12,2,6,7,1,rock
15,17,3,16,18,19,15,10,7,16,16,19,20,rock
10,8,1,8,14,13,5,1,4,10,17,18,15,rock
20,14,13,13,17,17,18,16,12,3,9,4,7,rock
13,4,3,4,2,2,3,4,7,10,6,7,8,rock/punk
7,9,12,14,2,8,14,3,18,6,15,7,1,rock
9,12,5,18,19,19,18,13,12,18,13,19,14,rock
20,13,6,7,12,15,15,6,12,12,14,15,18,rock
7,6,19,13,13,17,8,5,7,8,12,12,8,rock
5,18,5,15,18,18,15,10,8,8,11,19,15,rock
6,8,8,9,14,3,19,11,8,9,17,3,2,rock
15,8,2,12,18,11,5,14,19,9,2,12,14,rock
19,12,2,17,4,9,14,5,14,17,8,19,14,folk
15,3,6,8,4,3,3,9,3,1,2,4,10,rock/punk
17,2,11,7,3,18,20,18,20,8,2,18,1,folk
16,5,13,16,11,20,7,20,10,16,14,17,6,folk
16,15,18,17,15,2,16,19,11,20,11,4,2,folk
15,10,18,1,20,10,11,20,6,18,13,19,2,folk
17,8,16,15,17,18,15,20,9,20,17,11,10,folk
13,12,11,14,10,8,18,17,19,12,2,1,3,rock/punk
7,14,16,20,12,15,11,11,6,14,9,3,16,rock
13,3,9,20,15,15,13,17,10,13,15,17,5,rock
8,7,15,11,7,9,8,9,6,12,8,2,7,rock
11,1,17,20,12,2,9,11,10,18,20,14,4,rock
18,12,17,1,1,15,2,2,1,12,1,4,3,rock/punk
3,15,12,6,10,9,18,8,18,3,13,4,12,rock/punk
1,1,11,20,8,8,18,9,17,4,2,7,17,rock/punk
1,3,13,7,10,8,19,19,15,11,8,2,19,rock/punk
11,11,9,12,15,13,14,13,14,13,10,14,7,rock
14,2,17,9,1,7,1,1,14,2,15,18,11,rock
11,5,13,9,3,20,7,9,13,10,9,18,14,rock
10,12,7,17,13,11,12,13,19,19,11,15,4,rock
5,14,15,14,19,20,20,9,16,19,19,13,4,rock
8,19,15,15,14,18,15,11,16,16,8,11,14,rock
17,6,5,9,3,4,10,3,8,16,14,18,19,rock/punk
16,19,5,4,11,15,14,11,12,8,14,7,3,rock
15,6,2,20,19,1,3,12,17,9,3,2,5,rock
9,18,14,16,16,14,8,10,18,15,16,15,6,rock
7,9,4,10,13,14,12,11,13,19,14,3,4,rock
2,10,16,17,17,18,16,8,11,13,11,4,3,rock
1,6,16,18,15,17,19,13,8,19,7,5,13,rock
5,8,11,19,17,18,8,17,11,13,8,5,6,rock
2,11,8,17,7,10,6,9,6,7,16,15,4,rock
12,12,7,15,13,20,16,8,14,20,17,12,7,rock
6,15,9,11,14,17,20,17,8,17,16,11,15,rock
10,13,15,17,5,18,4,20,18,20,5,9,6,rock
8,20,15,19,18,19,19,11,15,10,12,15,6,rock
6,12,7,14,17,14,17,11,8,17,13,12,6,rock
9,11,3,11,7,9,8,3,10,8,16,11,4,rock
5,8,15,15,15,13,7,12,13,5,9,11,11,rock
11,15,9,19,15,8,6,6,16,16,19,20,15,rock
10,18,4,11,8,10,7,8,8,6,10,10,19,rock
12,3,8,11,18,19,15,15,10,5,3,18,6,rock
8,12,5,9,8,11,4,12,20,10,6,7,5,rock
3,10,4,4,19,18,11,14,3,14,5,14,12,rock/lo-fi
6,13,13,16,8,12,16,13,7,6,7,3,2,rock
6,13,7,13,12,12,13,17,17,16,18,18,17,rock
4,2,14,17,20,11,2,4,16,14,3,1,12,rock
17,1,16,2,1,1,3,8,7,7,10,14,14,rock
17,11,16,19,18,19,18,16,14,20,9,5,14,rock
15,4,8,11,6,7,9,7,12,12,5,7,8,rock
7,5,9,14,10,8,15,14,12,11,10,13,9,rock
11,16,5,19,12,17,7,8,14,4,8,12,10,rock
9,9,7,18,11,17,7,6,16,16,13,12,14,rock
11,10,1,4,4,3,15,17,14,16,2,9,5,rock
6,3,1,1,18,2,20,6,20,16,20,17,17,rock/lo-fi
5,12,13,18,18,17,12,13,17,16,5,7,7,rock
6,13,5,12,10,12,12,12,11,10,10,14,8,electronic
16,20,15,9,2,10,5,12,9,9,9,7,10,rock/indie-rock
10,9,4,6,5,3,10,5,7,3,4,4,17,rock/psych-rock
3,14,4,15,15,14,11,15,15,13,11,18,3,rock
20,10,10,2,13,15,20,4,1,20,11,15,11,electronic/ambient_electronic
3,4,19,19,7,16,4,17,7,15,15,4,14,rock
7,6,3,6,4,7,8,18,10,11,12,6,10,rock
2,11,4,20,11,14,10,13,10,17,15,19,6,pop
10,11,16,10,16,15,7,7,5,12,5,18,14,electronic
8,9,15,5,11,18,18,10,6,3,7,16,3,rock
7,10,18,9,17,20,14,7,11,3,18,13,18,rock
19,1,20,11,4,6,7,2,1,6,20,12,17,rock
11,4,3,18,14,12,10,10,12,10,7,10,9,rock
8,12,17,3,2,10,14,9,11,16,7,4,16,rock
4,4,4,8,11,10,10,5,12,15,14,12,6,rock
13,12,5,11,18,18,8,8,5,10,14,16,10,rock
12,10,8,10,13,17,13,9,14,16,4,10,10,rock
3,16,12,18,10,5,14,16,7,12,8,7,11,rock
5,9,13,18,11,11,11,9,15,14,10,11,9,rock
5,12,2,20,4,15,10,7,20,13,5,13,6,rock
1,14,17,16,17,7,10,16,13,14,15,15,18,rock
18,1,20,1,20,1,20,20,20,9,18,18,13,rock/lo-fi
11,12,4,15,15,5,4,11,13,12,14,9,5,rock
13,5,2,5,3,6,7,5,3,3,14,11,16,rock
2,2,16,2,13,3,20,3,19,17,5,6,4,rock
7,10,7,17,3,13,16,5,2,11,6,8,4,rock
10,6,18,16,18,17,18,17,20,14,6,3,6,rock
12,20,19,19,19,20,20,20,16,15,5,12,14,rock
5,3,18,6,4,6,12,18,10,18,16,11,6,rock
8,3,17,3,5,14,7,17,8,20,14,3,16,rock
2,8,2,5,19,19,15,11,19,3,16,7,19,rock/lo-fi
1,3,7,1,11,15,18,8,14,10,18,9,19,pop/experimental_pop
5,8,14,1,18,5,14,5,9,15,15,13,7,rock
3,18,11,9,15,14,20,12,18,11,1,2,1,electronic
8,5,2,3,10,3,4,7,15,14,9,10,19,electronic
9,16,4,10,7,1,7,13,6,5,9,12,3,electronic
6,14,4,13,17,19,13,6,9,8,11,15,9,electronic
7,14,5,14,10,2,13,10,7,7,7,6,2,electronic
14,17,6,15,14,15,13,10,12,15,13,13,14,electronic
8,12,6,14,10,5,13,10,5,8,9,12,4,electronic
6,3,1,1,5,20,20,11,20,15,4,15,4,electronic
8,13,3,8,6,1,14,17,7,14,14,13,5,electronic
11,14,6,10,11,10,11,8,9,8,9,12,10,electronic
7,12,5,12,10,1,11,15,5,8,14,12,2,electronic
7,16,4,6,6,8,4,9,5,6,6,7,4,electronic
8,12,5,9,8,7,8,9,11,11,12,12,10,electronic
13,20,14,3,8,10,17,19,14,7,15,14,8,electronic
2,8,2,4,2,5,9,16,12,10,8,2,1,electronic
6,2,5,1,4,18,7,11,4,4,15,6,14,electronic
14,16,8,15,11,14,15,9,9,11,16,15,8,electronic
17,6,8,3,6,4,7,18,17,8,12,3,5,folk
1,3,19,10,9,10,15,17,7,19,20,7,20,rock
7,6,18,13,1,18,3,6,5,16,7,1,18,rock
6,13,15,3,11,12,12,16,8,15,18,11,15,rock
6,1,19,18,2,2,10,10,7,20,16,10,5,rock
10,2,7,19,10,13,7,13,11,15,13,7,19,rock
12,1,13,4,4,9,20,15,20,19,12,18,13,rock
9,1,10,8,5,9,17,2,8,12,5,8,5,rock
19,1,20,11,19,1,8,2,16,12,13,10,11,folk
11,2,12,16,8,7,15,6,16,11,8,11,7,rock
16,2,11,3,10,7,17,3,1,10,17,3,15,rock
5,8,12,1,19,3,13,1,17,3,17,1,18,rock/psych-rock
18,5,9,10,16,4,9,16,17,13,9,16,16,folk
13,9,11,13,1,7,6,10,8,8,8,18,17,folk
9,2,17,20,19,20,2,20,4,18,11,2,7,folk
5,3,19,18,20,15,11,3,3,20,20,1,18,folk
13,19,14,19,20,7,17,10,8,6,2,6,13,rock
12,14,11,12,13,6,17,6,12,14,12,17,20,rock
14,8,11,6,3,5,5,12,3,13,15,19,17,folk
12,13,12,14,17,6,19,10,7,12,12,17,20,rock
15,13,10,12,20,8,19,4,8,11,16,18,18,rock
17,9,10,19,18,13,11,3,1,18,2,2,6,folk
19,1,1,5,19,2,5,3,4,3,2,6,13,folk
10,15,20,16,13,18,5,20,12,2,1,11,20,folk
2,15,20,18,3,18,19,14,15,17,14,15,13,folk
5,11,12,18,16,14,16,20,6,15,8,2,19,folk
9,11,20,9,1,7,19,20,9,8,8,16,9,folk
3,19,16,20,17,15,8,15,4,14,9,11,14,folk
3,19,16,9,10,16,12,19,13,19,18,16,9,folk
11,18,19,7,15,15,5,19,3,16,5,11,5,folk
13,2,10,4,8,2,12,7,12,13,6,6,7,folk
11,8,18,13,16,17,10,20,4,4,11,16,5,folk
2,18,20,15,19,19,15,18,16,9,15,13,15,folk
9,17,20,11,18,13,2,20,4,20,10,15,5,folk
9,10,19,4,3,20,14,16,11,15,9,6,8,folk
2,12,19,6,16,20,19,14,16,6,13,14,15,folk
4,16,20,1,10,20,4,15,19,18,5,19,11,folk
2,17,17,18,16,7,13,11,6,19,15,7,10,folk
3,18,8,7,14,11,3,7,16,18,3,7,10,folk
14,8,12,8,10,7,9,10,5,5,16,16,14,folk
8,8,19,16,8,13,13,15,13,17,7,6,7,rock/progressive
15,7,14,6,11,7,8,7,4,8,15,6,10,folk
1,1,19,9,15,19,19,19,9,17,3,12,14,rock
1,2,19,7,18,18,18,18,17,13,5,11,15,rock
4,1,17,9,17,17,19,16,12,12,6,7,16,rock
1,2,15,9,10,14,18,19,13,14,5,11,16,rock
6,5,12,8,15,6,12,2,12,11,6,4,7,rock/psych-rock
7,7,10,5,13,6,13,4,14,9,6,5,10,rock/psych-rock
5,17,12,16,17,15,17,14,16,14,15,18,17,rock
10,10,4,1,13,9,14,13,5,14,3,20,16,rock
11,5,3,3,10,19,19,13,14,13,14,18,13,rock
15,2,6,2,4,1,12,4,10,5,4,1,16,folk
12,16,18,20,19,15,20,18,9,3,11,20,15,rock
7,17,17,4,17,12,13,11,14,12,16,15,16,rock
6,7,11,5,11,15,18,15,16,12,10,14,15,rock
8,12,13,14,15,11,17,9,15,16,10,9,18,rock
8,13,15,8,19,5,20,6,19,15,13,13,17,rock
9,12,2,2,5,1,3,3,10,6,7,15,15,rock
9,3,3,4,15,11,17,7,9,7,14,16,15,rock
2,12,16,20,20,19,18,17,19,5,12,19,1,rock
1,15,16,6,11,20,7,9,19,15,4,20,6,rock
7,5,17,10,10,18,19,12,17,14,12,13,15,rock
20,1,20,3,19,1,13,1,19,7,8,3,9,folk
4,18,11,20,20,20,17,19,16,5,17,18,8,rock
3,18,13,20,20,20,16,17,18,17,17,18,15,rock
14,12,1,2,14,5,1,14,1,18,7,12,10,jazz/jazz:_vocal
17,12,2,9,17,4,3,15,16,8,9,9,2,jazz/jazz:_vocal
14,13,3,6,4,1,1,1,4,8,7,8,16,jazz/jazz:_vocal
16,19,4,4,14,14,2,8,4,4,2,11,1,jazz/jazz:_vocal
18,9,3,5,11,3,2,5,15,4,2,5,6,jazz/jazz:_vocal
19,8,14,8,10,10,10,13,8,4,19,12,2,folk
19,16,17,19,20,18,19,19,19,17,11,8,14,electronic
17,2,4,5,3,13,14,7,14,7,9,4,3,electronic
13,8,13,4,6,5,8,15,2,2,15,15,12,folk
18,3,7,2,16,9,20,10,17,9,8,12,19,folk
3,2,1,1,5,3,11,6,10,6,11,11,13,jazz/free-jazz
3,5,5,10,16,9,8,10,3,4,15,18,17,hip-hop
10,12,13,18,13,10,12,7,10,15,12,13,14,pop/experimental_pop
9,8,14,6,11,8,13,11,2,11,18,17,10,folk
10,4,7,3,15,2,13,3,11,2,4,1,2,folk
6,6,8,17,8,10,12,17,16,16,3,10,14,rock/indie-rock
7,8,5,8,6,5,7,8,8,13,6,8,9,rock/indie-rock
6,12,6,14,9,15,15,15,12,16,8,9,4,rock/indie-rock
19,1,20,2,15,1,13,2,14,2,5,7,13,folk
17,12,5,2,1,1,1,1,1,1,2,7,11,folk
17,8,9,16,6,3,3,4,2,15,1,13,4,folk
18,2,20,3,16,7,9,4,4,5,3,4,3,folk
20,1,20,2,19,1,6,2,14,7,12,14,7,folk
1,3,20,14,16,4,19,15,20,6,5,8,13,rock/punk
19,8,11,3,9,12,8,13,11,9,14,3,3,folk
1,8,16,5,14,8,17,10,11,2,4,4,6,rock/punk
19,20,15,19,19,7,20,14,17,17,2,19,2,electronic
20,8,20,15,20,10,17,15,3,18,11,17,8,electronic
11,17,11,14,17,13,19,15,5,18,7,14,10,electronic
19,16,17,19,19,19,19,20,19,15,4,1,1,electronic
15,17,3,7,6,19,12,8,18,5,9,4,2,electronic
18,2,9,11,2,1,2,19,19,19,19,20,19,electronic
11,10,1,7,14,18,11,9,17,18,12,16,17,electronic
9,8,7,10,13,13,14,8,10,17,17,13,9,electronic
12,6,12,7,8,8,8,12,3,4,16,18,15,folk
14,9,6,6,9,8,10,10,14,10,15,14,7,electronic
1,17,9,18,17,19,17,14,10,15,19,16,5,electronic
11,6,3,6,4,6,16,12,11,5,12,8,6,electronic
16,4,2,6,1,5,1,2,3,2,12,3,6,folk
20,1,19,20,7,12,7,13,4,17,17,19,10,folk
12,5,20,20,19,19,14,9,11,14,1,6,14,pop/experimental_pop
13,5,9,7,3,7,7,5,2,9,4,10,3,folk
16,7,5,4,2,8,1,1,1,5,1,2,3,folk
14,13,3,10,3,13,2,2,2,6,2,3,4,folk
4,9,2,5,7,2,9,6,7,11,8,19,10,electronic
1,12,11,6,15,5,15,2,19,5,14,9,8,rock/punk
7,6,10,10,5,19,14,9,19,6,6,14,19,rock
14,4,2,3,11,4,3,5,17,14,11,9,15,rock
13,3,4,2,5,1,20,2,12,17,12,20,19,rock
18,11,12,10,4,17,19,14,3,2,4,1,3,pop
10,8,5,5,10,18,19,17,7,3,11,20,13,rock/punk
8,7,14,14,7,6,19,18,4,3,5,19,13,rock/punk
7,3,16,14,18,2,9,1,2,3,5,10,19,jazz
6,8,1,8,13,15,14,15,11,15,19,20,13,pop/experimental_pop
14,7,7,3,12,2,7,11,13,9,9,6,6,rock
18,13,19,18,7,2,6,5,12,13,18,20,16,pop/experimental_pop
18,6,14,12,14,4,8,9,8,7,5,6,6,rock
17,5,17,2,8,7,7,6,20,20,13,8,2,pop/experimental_pop
13,5,16,7,8,14,14,6,11,10,10,6,6,pop/experimental_pop
16,10,17,17,17,9,9,7,12,1,2,4,3,rock
8,1,10,10,16,13,13,2,5,11,18,13,11,pop/experimental_pop
7,9,11,17,12,17,12,8,14,15,18,19,18,pop/experimental_pop
18,7,2,7,12,10,4,6,15,13,13,14,18,rock
5,2,16,5,7,5,17,11,12,15,18,14,18,rock/metal
5,2,14,5,11,8,17,14,14,17,17,16,16,rock/metal
6,3,15,6,10,7,16,13,13,18,16,13,17,rock/metal
3,11,12,19,14,16,5,18,7,10,8,19,7,hip-hop
14,19,2,8,12,15,8,18,10,9,4,8,7,pop/experimental_pop
15,13,11,18,3,9,5,14,14,15,15,15,12,rock/punk/post-punk
17,20,20,19,16,14,15,2,14,9,15,19,11,rock/punk/post-punk
19,17,20,10,20,2,18,12,15,6,18,5,14,rock/punk/post-punk
17,18,15,6,12,17,7,10,10,10,6,9,10,rock/punk/post-punk
18,11,1,20,16,5,14,10,12,18,8,11,15,rock/punk/post-punk
19,6,9,7,20,19,20,15,19,18,20,19,16,rock/punk/post-punk
12,5,8,10,13,13,15,11,15,11,17,17,8,rock/punk/post-punk
13,18,3,8,16,20,19,18,14,11,19,13,18,rock/punk/post-punk
19,10,4,2,3,4,11,11,18,13,8,5,7,rock/punk/post-punk
18,10,10,18,3,15,7,15,9,17,8,6,8,rock/punk/post-punk
17,15,1,8,4,17,7,16,10,11,17,20,6,rock/punk/post-punk
15,6,14,5,20,5,19,17,17,15,2,3,7,rock/punk/post-punk
15,11,16,19,5,3,18,16,15,7,4,20,18,rock/punk/post-punk
16,2,8,2,18,8,17,11,10,13,20,19,20,rock/punk/post-punk
3,3,7,20,20,20,20,16,13,6,18,18,11,rock/punk/post-punk
20,18,4,18,5,18,11,9,11,7,9,14,18,rock/punk/post-punk
19,19,4,19,6,20,15,18,17,18,15,16,10,rock/punk/post-punk
16,7,18,10,14,11,17,7,19,19,19,18,20,rock/punk/post-punk
18,3,11,12,19,17,12,17,19,13,5,18,19,rock/punk/post-punk
19,4,1,1,2,18,19,19,20,15,7,2,3,rock/punk/post-punk
15,6,15,13,11,11,3,5,16,11,15,5,11,rock/punk/post-punk
16,8,7,8,10,11,14,12,12,16,15,17,16,rock/punk/post-punk
13,18,20,18,19,20,14,18,18,12,14,11,2,electronic
11,3,16,3,5,14,11,3,15,17,17,20,14,electronic
11,16,12,11,9,6,11,13,17,16,7,19,15,electronic
11,2,3,8,3,11,6,7,11,10,12,7,5,rock/punk/post-punk
17,13,15,6,2,5,7,11,13,6,4,9,13,electronic
3,13,19,11,6,8,7,6,17,10,5,19,19,electronic
20,20,20,18,20,8,20,20,19,20,17,7,1,folk
19,20,20,13,19,6,20,20,20,13,3,10,1,folk
20,20,20,17,20,6,20,20,19,18,20,20,1,folk
18,19,18,8,19,2,18,20,18,20,20,20,3,folk
6,9,11,13,2,8,10,6,14,19,14,8,9,electronic
10,13,16,16,4,16,10,16,18,8,10,5,6,rock/garage
18,13,15,18,17,11,16,18,8,12,15,11,18,rock/punk/post-punk
19,12,10,6,20,3,11,1,1,1,6,2,1,folk
20,20,20,16,11,2,13,3,3,2,14,14,1,folk
18,13,12,7,5,1,6,1,3,1,3,5,1,folk
19,12,17,15,9,3,20,9,15,15,12,15,5,folk
19,3,18,11,2,5,13,6,13,8,15,11,14,folk
7,3,7,17,19,9,5,5,3,7,13,13,18,pop
5,9,13,18,19,17,12,10,4,4,12,9,17,pop
13,19,19,19,20,4,19,14,10,17,8,12,6,rock/punk/post-punk
6,4,15,14,16,13,13,8,8,6,12,12,14,pop
19,7,15,14,4,15,20,17,2,5,20,2,9,rock/punk/post-punk
20,16,2,4,9,19,20,20,19,12,7,11,13,rock/punk/post-punk
9,18,18,19,9,18,18,10,16,18,9,18,16,pop
1,8,2,9,6,9,7,9,7,9,8,11,8,folk
5,7,3,4,7,2,4,14,11,15,1,11,4,hip-hop
6,13,3,15,15,13,17,17,6,10,9,18,14,hip-hop
6,9,1,6,6,4,13,15,9,15,2,5,9,hip-hop
7,9,7,10,6,4,5,17,19,13,10,19,19,hip-hop
17,12,3,3,3,8,2,20,2,7,20,2,19,rock/punk/post-punk
7,12,4,15,13,8,12,19,14,17,2,12,11,hip-hop
5,11,4,17,11,7,17,19,12,17,2,7,6,hip-hop
3,3,3,15,9,5,18,19,12,17,13,9,7,hip-hop
4,8,7,19,11,8,14,17,17,19,9,16,13,hip-hop
11,11,6,7,3,6,6,13,9,13,14,4,18,rock/punk/post-punk
14,2,18,13,9,19,19,3,15,14,12,5,10,rock/punk/post-punk
14,17,15,19,15,14,12,5,16,20,20,4,7,rock/punk/post-punk
11,11,16,14,6,16,4,15,19,8,14,8,9,rock/garage
11,11,15,14,3,13,6,16,19,7,8,7,8,rock/garage
10,11,17,12,3,13,5,10,18,6,10,3,4,rock/garage
10,13,15,15,5,14,6,11,19,8,9,3,3,rock/garage
12,9,17,14,5,18,7,15,18,7,9,3,4,rock/garage
17,3,18,13,4,15,7,13,16,7,7,3,9,rock/garage
8,15,20,20,16,18,16,18,14,8,4,15,15,pop
13,16,12,19,18,17,13,12,15,6,9,18,20,pop
13,16,15,18,6,15,13,11,16,13,9,16,17,pop
19,20,16,20,3,13,11,5,14,13,7,11,13,rock/punk/post-punk
10,14,19,20,8,12,12,8,19,16,7,16,17,pop
9,12,20,20,10,15,16,10,19,15,4,18,13,pop
12,18,16,17,12,7,3,16,5,20,2,8,18,pop
1,8,1,9,5,9,7,9,7,9,8,11,8,folk
1,8,1,9,5,8,6,8,7,8,7,11,8,folk
1,8,2,9,5,9,7,8,7,9,8,11,7,folk
10,9,5,5,12,6,10,10,8,7,5,4,4,electronic
14,12,13,6,3,12,15,16,17,15,16,15,9,rock/punk/post-punk
18,4,13,15,18,10,14,5,7,4,12,6,8,electronic
18,15,7,8,2,2,7,3,1,2,12,15,19,rock/punk/post-punk
14,11,8,1,9,1,11,6,8,11,19,17,8,electronic
8,12,11,8,13,15,15,11,10,14,15,15,8,electronic
12,9,17,18,2,7,10,3,19,12,5,18,16,rock/punk/post-punk
10,16,5,8,10,6,3,14,11,2,6,5,10,rock
2,9,19,1,17,13,13,10,11,16,6,9,3,rock
1,3,18,19,1,5,12,7,15,15,8,5,16,rock
11,15,3,15,17,10,16,11,14,5,9,19,20,rock
15,15,17,12,11,18,6,17,11,11,3,6,15,folk
1,3,16,10,17,18,19,20,17,10,4,10,11,rock
17,10,15,13,13,12,13,4,4,2,3,3,3,rock
4,1,20,2,20,1,2,20,4,10,2,14,17,electronic
14,6,11,9,2,17,12,9,18,4,4,11,14,rock
17,19,15,17,15,8,14,9,11,13,7,12,14,pop/experimental_pop
19,20,15,16,9,16,17,19,14,5,7,17,19,rock/punk/post-punk
6,8,14,6,6,3,2,3,20,19,20,20,19,electronic
16,11,13,18,6,9,4,8,12,20,5,19,13,hip-hop
19,12,14,16,6,20,15,2,7,17,10,9,18,rock/punk/post-punk
3,16,12,5,8,3,6,14,19,11,4,4,8,rock/indie-rock
7,15,13,5,9,2,11,9,18,12,7,15,15,rock/indie-rock
6,15,7,3,4,2,2,2,8,3,2,15,17,rock/indie-rock
5,11,13,9,4,2,4,2,20,4,7,18,20,rock/indie-rock
3,8,14,6,8,2,1,1,1,1,5,12,12,rock/indie-rock
9,11,13,10,9,8,8,5,17,3,3,4,5,rock/indie-rock
3,11,14,7,11,12,8,15,20,4,4,7,2,rock/indie-rock
2,12,13,16,7,4,4,9,16,5,6,14,9,rock/indie-rock
4,12,12,7,7,4,3,10,16,6,5,12,6,rock/indie-rock
18,13,4,4,9,16,14,2,7,4,20,20,20,rock/punk/post-punk
5,18,12,20,12,18,17,19,19,14,14,18,15,rock/punk/post-punk
